,cost,description,animal,property
499,260.0,cat stuck up tree,cat,domestic garden (vegetation not equipment) 
500,260.0,assist rspca with cat on ledge,cat,purpose built flats/maisonettes - up to 3 storeys 
501,260.0,cat  stuck in drainpipe,cat,pipe or drain 
502,260.0,possible cat stuck behind fire place,cat,purpose built flats/maisonettes - up to 3 storeys 
503,260.0,dog with head stuck in fence,dog,park 
504,260.0,injured cat trapped in derelict building,cat,pre school/nursery 
505,260.0,dog locked in bedroom,dog,purpose built flats/maisonettes - up to 3 storeys 
506,260.0,small animal possibly trapped behind wall,unknown - heavy livestock animal,house - single occupancy 
507,520.0,cat in tree,cat,tree scrub 
508,260.0,cat stuck up chimney,cat,converted flat/maisonettes - 3 or more storeys
509,260.0,three kittens stuck up chimney,cat,converted flat/maisonettes - 3 or more storeys
510,260.0,assist rspca officer with small animal rescue,unknown - domestic animal or pet,house - single occupancy 
511,260.0,dog trapped between toilet and wall,dog,house - single occupancy 
512,260.0,running call to cat trapped in building under refurbishment,cat,private summer house 
513,260.0,cat stuck underneath floorboards,cat,house - single occupancy 
514,260.0,small animal rescue,unknown - wild animal,cycle path/public footpath/bridleway 
515,260.0,dog trapped in bars of staircase,dog,house - single occupancy 
516,260.0,cat trapped in garage,cat,private garage 
517,260.0,cat trapped behind cupboard,cat,nursing/care home/hospice
518,260.0,deer trapped in railings,deer,"grassland, pasture, grazing etc "
519,260.0,cat trapped between wall and shed,cat,house - single occupancy 
520,260.0,to assist rspca with cat on house roof stuck between chimney pots,cat,house - single occupancy 
521,780.0,dog trapped down hole,dog,park 
522,260.0,bird trapped in netting,bird,multi-storey car park
524,260.0,cat trapped in derelict pub,cat,pub/wine bar/bar 
525,260.0,cat stuck between wall,cat,house - single occupancy 
526,260.0,cat stuck behind bath,cat,house - single occupancy 
527,260.0,kitten with trapped in cavity behind kitchen cupboard,cat,purpose built flats/maisonettes - up to 3 storeys 
528,260.0,dog stuck on river bank of river thames,dog,river/canal 
529,260.0,distressed parrot stuck in tree,bird,wasteland 
530,260.0,dog trapped between railings,dog,other outdoor equipment/machinery 
531,260.0,bird trapped in netting,bird,shelter 
532,260.0,small animal rescue - cat trapped by netting in tree,cat,domestic garden (vegetation not equipment) 
533,260.0,small animal trapped behind box,unknown - wild animal,house - single occupancy 
534,520.0,cat stuck between two walls,cat,house - single occupancy 
535,260.0,dog with leg stuck in cage,dog,house - single occupancy 
536,260.0,cat fallen from roof onto spike,cat,house - single occupancy 
537,260.0,assist rspca with cat on roof,cat,house - single occupancy 
538,260.0,cat possibly with foot stuck on roof,cat,house - single occupancy 
539,260.0,dog fallen into canal,dog,river/canal 
540,780.0,cat locked in at scene of previous fire,cat,purpose built flats/maisonettes - 4 to 9 storeys 
541,260.0,cat trapped,cat,house - single occupancy 
542,260.0,bird trapped in netting,bird,multi-storey car park
543,260.0,assist police to rescue dog fallen into pit,dog,private garden shed 
544,260.0,cat stuck up tree,cat,woodland/forest - conifers/softwood 
545,260.0,large animal rescue -  infirmed horse that has fallen,horse,domestic garden (vegetation not equipment) 
546,260.0,assist rspca officer with small animal rescue,unknown - domestic animal or pet,park 
547,260.0,dog with head trapped in railings,dog,railings
548,260.0,dog with head trapped in gate railings,dog,park 
549,260.0,fox with foot caught in wire fencing,fox,railings
550,260.0,dog in lake,dog,lake/pond/reservoir 
551,260.0,cat locked in next door neighbours flat,cat,converted flat/maisonette - up to 2 storeys 
552,260.0,cat trapped in loft,cat,purpose built flats/maisonettes - 10 or more storeys 
553,260.0,gull trapped in netting,bird,cycle path/public footpath/bridleway 
554,260.0,cat trapped between buildings,cat,house - single occupancy 
555,260.0,dog trapped under decking,dog,house - single occupancy 
556,260.0,dog fallen through ice in lake,dog,lake/pond/reservoir 
557,260.0,running call to kitten trapped on roof,cat,house - single occupancy 
558,260.0,dog in lake,dog,lake/pond/reservoir 
559,260.0,bird with wings trapped in netting,bird,shopping centre 
560,780.0,dog fallen into canal,dog,river/canal 
561,260.0,dog stuck in lake,dog,lake/pond/reservoir 
562,260.0,assist rspca with cat stuck on roof,cat,house - single occupancy 
563,520.0,redacted,cat,domestic garden (vegetation not equipment) 
564,260.0,kitten trapped under decking,cat,house - single occupancy 
565,260.0,small animal rescue,unknown - domestic animal or pet,converted flat/maisonette - up to 2 storeys 
566,260.0,bird trapped in extractor fan,bird,purpose built flats/maisonettes - up to 3 storeys 
567,260.0,cat stuck under floorboards,cat,house - single occupancy 
568,520.0,cat trapped behind bedroom wall,cat,house - single occupancy 
569,780.0,pigeon trapped in mesh,bird,purpose built flats/maisonettes - 4 to 9 storeys 
570,260.0,cat trapped in tree,cat,other outdoor location 
571,260.0,horse stuck in ice,horse,wasteland 
572,1300.0,redacted,dog,park 
573,260.0,dog fallen through ice on boating pond,dog,lake/pond/reservoir 
574,260.0,dog fallen into frozen lake,dog,lake/pond/reservoir 
575,260.0,small animal rescue - cat trapped under rubble pile,cat,other outdoor location 
576,260.0,dog in lake,dog,lake/pond/reservoir 
577,260.0,dog stuck in frozen pond,dog,lake/pond/reservoir 
578,520.0,cat stuck between two walls,cat,house - single occupancy 
579,260.0,cat trapped under decking,cat,purpose built flats/maisonettes - up to 3 storeys 
580,260.0,cat trapped in divan,cat,purpose built flats/maisonettes - up to 3 storeys 
581,260.0,cat stuck in barbed wire,cat,other outdoor location 
582,520.0,redacted,dog,lake/pond/reservoir 
583,260.0,cat with foot trapped between grate and door,cat,house - single occupancy 
584,260.0,dog in lake,dog,lake/pond/reservoir 
585,260.0,dog stuck in pond,dog,park 
586,260.0,dog trapped in foxhole,dog,domestic garden (vegetation not equipment) 
587,260.0,dog in lake,dog,lake/pond/reservoir 
588,260.0,person and dog stuck in lake,dog,park 
589,520.0,dog trapped in  ice  in lake,dog,lake/pond/reservoir 
590,260.0,called by rspca cat stuck in tree,cat,tree scrub 
591,260.0,redacted,dog,lake/pond/reservoir 
592,260.0,animal trapped in wire fencing rear of,unknown - heavy livestock animal,railway trackside vegetation 
593,260.0,dog fallen through ice into lake,dog,lake/pond/reservoir 
594,780.0,dog in lake,dog,lake/pond/reservoir 
595,260.0,dog fallen through ice,dog,lake/pond/reservoir 
596,260.0,redacted,dog,domestic garden (vegetation not equipment) 
597,260.0,dog stuck in fence,dog,converted flat/maisonettes - 3 or more storeys
598,260.0,redacted,bird,river/canal 
599,260.0,dog in frozen lake,dog,lake/pond/reservoir 
600,260.0,dog in water,dog,park 
601,260.0,fox trapped in garden,fox,domestic garden (vegetation not equipment) 
602,260.0,running call to bird trapped in tree,bird,railings
603,260.0,cat trapped up chimney,cat,house - single occupancy 
604,260.0,pigeon stuck in netting,bird,other outdoor structures 
605,260.0,cat fallen from balcony,cat,purpose built flats/maisonettes - 4 to 9 storeys 
606,260.0,dog trapped under shed,dog,private garden shed 
607,260.0,dogs trapped in lead,dog,house - single occupancy 
608,260.0,cat trapped behind washing machine,cat,converted flat/maisonette - up to 2 storeys 
609,260.0,cat trapped behind shed,cat,outdoor storage 
610,260.0,animal stuck in chimney,unknown - wild animal,house - single occupancy 
611,260.0,dog trapped under shed,dog,private garden shed 
612,260.0,cat up tree,cat,cemetery 
613,260.0,cat stuck between garage and flat,cat,purpose built flats/maisonettes - up to 3 storeys 
614,260.0,cat stuck in shed,cat,purpose built flats/maisonettes - up to 3 storeys 
615,260.0,cat stuck on roof,cat,bungalow - single occupancy 
616,520.0,horse in river,horse,wasteland 
617,260.0,cat stuck under bridge,cat,"tunnel, subway "
618,260.0,cat stuck in tree,cat,tree scrub 
619,260.0,cat stuck inside wall,cat,purpose built flats/maisonettes - up to 3 storeys 
620,260.0,dog with paw stuck in grating,dog,road surface/pavement 
621,260.0,assist rspca with cat stuck on top of building,cat,roadside vegetation 
622,260.0,cat stuck up tree,cat,woodland/forest - broadleaf/hardwood 
623,520.0,deer trapped in fence,deer,cycle path/public footpath/bridleway 
624,260.0,cat trapped on roof,cat,bungalow - single occupancy 
625,260.0,assist rspca with fox trapped between gates,fox,purpose built flats/maisonettes - up to 3 storeys 
626,260.0,redacted,dog,other animal boarding/breeding establishment
627,260.0,duck hanging from tree with fishing line,bird,lake/pond/reservoir 
628,520.0,dog in lake under pontoon,dog,lake/pond/reservoir 
629,260.0,cat stuck in ducting,cat,purpose built flats/maisonettes - up to 3 storeys 
630,260.0,assist rspca with trapped fox,fox,road surface/pavement 
631,260.0,cat trapped in heating pipe,cat,house - single occupancy 
632,520.0,running call to cat up tree,cat,house - single occupancy 
633,260.0,running call to assist rspca with release of bird,bird,purpose built flats/maisonettes - 4 to 9 storeys 
634,260.0,cat stuck in tree,cat,tree scrub 
635,780.0,dog trapped in hole under staircase,dog,park 
636,260.0,cat stuck in roof,cat,factory 
637,260.0,kitten stuck under floor board,cat,house - single occupancy 
638,260.0,deer trapped in fence,deer,park 
639,260.0,bird trapped in netting,bird,single shop 
640,260.0,cat stuck up chimney,cat,house - single occupancy 
641,260.0,dog stuck in coffee table,dog,house - single occupancy 
642,260.0,redacted,bird,purpose built flats/maisonettes - up to 3 storeys 
643,260.0,assist rspca with cat trapped below ground,cat,pub/wine bar/bar 
644,260.0,pigeon trapped in wire on balcony,bird,purpose built flats/maisonettes - up to 3 storeys 
645,260.0,cat stuck between kitchen cupboards and wall,cat,converted flat/maisonette - up to 2 storeys 
646,520.0,cat stuck up tree,cat,tree scrub 
647,1040.0,dog tapped in railings,dog,park 
648,260.0,cat stuck under floor boards,cat,house - single occupancy 
649,260.0,horse with leg trapped under stable door,horse,other animal boarding/breeding establishment
650,260.0,cat stuck on hook,cat,domestic garden (vegetation not equipment) 
651,260.0,kitten stuck behind boiler,cat,house - single occupancy 
652,260.0,puppy stuck on roof,dog,converted flat/maisonette - up to 2 storeys 
653,260.0,fox with head trapped in iron gate,fox,railings
654,260.0,small animal rescue,unknown - domestic animal or pet,house - single occupancy 
655,260.0,dog stuck in chair,dog,house - single occupancy 
656,260.0,pigeon trapped on behind fireplace,bird,purpose built flats/maisonettes - up to 3 storeys 
657,260.0,assist rspca with cat stuck up tree,cat,road surface/pavement 
658,260.0,persons locked out of car,unknown - heavy livestock animal,car 
659,260.0,assist rspca with duck hanging from tree over lake,bird,tree scrub 
660,260.0,assist rspca,unknown - domestic animal or pet,woodland/forest - broadleaf/hardwood 
661,260.0,assist rspca with cat trapped on roof,cat,house - single occupancy 
663,260.0,dog trapped in railings,dog,railings
664,260.0,dog trapped under bus,dog,bus/coach 
665,520.0,assist rspca officer with cat up tree,cat,other outdoor location 
666,260.0,assist rspca with cat up tree,cat,woodland/forest - conifers/softwood 
667,260.0,hamster trapped under floorboards,hamster,purpose built flats/maisonettes - up to 3 storeys 
668,260.0,cat stuck in car engine,cat,car 
669,260.0,cat trapped in car engine,cat,car 
670,260.0,assist rspca with pigeon trapped in netting under railway arches,bird,bridge
671,520.0,redacted,cat,other outdoor location 
672,260.0,kitten trapped in wall cavity,cat,converted flat/maisonettes - 3 or more storeys
673,260.0,two cats trapped in pit,cat,domestic garden (vegetation not equipment) 
674,260.0,cat trapped between  walls,cat,house - single occupancy 
675,260.0,cat stuck in lower level of property,cat,purpose built flats/maisonettes - up to 3 storeys 
676,260.0,cat trapped under fence,cat,domestic garden (vegetation not equipment) 
677,260.0,cat possibly trapped up chimney,cat,purpose built flats/maisonettes - 4 to 9 storeys 
678,260.0,dog trapped in park railings,dog,infant/primary school
679,260.0,small animal rescue,bird,house - single occupancy 
680,260.0,dog with head stuck in metal cage bars,dog,house - single occupancy 
681,260.0,assist rspca with cat on roof,cat,house - single occupancy 
682,260.0,running call to bird caught in mesh,bird,converted office 
683,520.0,assist rspca with cat trapped between two walls,cat,house - single occupancy 
684,260.0,dog stuck in hole,dog,scrub land 
685,260.0,cat wedged between garages,cat,private garage 
686,260.0,cat with head trapped in fencing,cat,purpose built flats/maisonettes - up to 3 storeys 
687,260.0,cat trapped in chimney,cat,house - single occupancy 
688,260.0,kitten trapped behind boiler,cat,house - single occupancy 
689,260.0,cat trapped between wall & pipe,cat,house - single occupancy 
690,260.0,assist rspca with trapped bird in tree,bird,woodland/forest - conifers/softwood 
691,260.0,cat with leg trapped in cat flap,cat,house - single occupancy 
692,260.0,cat trapped between pipes and water tank,cat,purpose built flats/maisonettes - 10 or more storeys 
693,260.0,assist rspca with trapped pigeon,bird,purpose built flats/maisonettes - 4 to 9 storeys 
694,260.0,dog with head trapped in wooden fence,dog,railings
695,260.0,cat stuck in ceiling,cat,purpose built flats/maisonettes - 10 or more storeys 
696,260.0,crow trapped in fireplace,bird,house - single occupancy 
697,260.0,cat stuck on roof,cat,house - single occupancy 
698,780.0,running call to sick animal locked in van,unknown - heavy livestock animal,van 
699,260.0,cat stuck inbetween walls,cat,outdoor storage 
700,260.0,assist rspca small animal rescue,unknown - domestic animal or pet,domestic garden (vegetation not equipment) 
701,260.0,running call to cat stuck up tree,cat,tree scrub 
702,260.0,cat trapped behind boarding in cellar,cat,house - single occupancy 
703,260.0,assist rspca with cat up tree,cat,other outdoor location 
704,260.0,cat stuck on chimney,cat,house - single occupancy 
705,260.0,dog stuck down foxhole,dog,park 
706,260.0,kitten trapped under pile of timber in shed,cat,nursing/care home/hospice
707,260.0,cat stuck under bonnet of car,cat,other outdoor location 
708,260.0,dog trapped  betweed bed and wall,dog,purpose built flats/maisonettes - up to 3 storeys 
709,260.0,heron trapped in netting in pond,bird,lake/pond/reservoir 
710,260.0,cat trapped on roof,cat,swimming pool 
